play_number,play_description,date,stadium,home_team,away_team,home_score,away_score,offense_score,defense_score,quarter,minutes,seconds,home_timeouts,away_timeouts,timeout_1,timeout_team_1,los,yards_to_score,down,distance,offense,defense,pass_play,run_play,no_play,challenge_or_review,challenge_or_review_result,backwards_pass,lateral,passer,passer_name,passer_id,dropback,attempt,spiked_ball,pass_location,complete,incomplete,passing_yards,passing_touchdown,intercepted,interception_touchdown,target,reception,receiver,receiver_name,receiver_id,sack,rush_attempt,rusher,runner_name,runner_id,scramble,kneel_down,rushing_yards,rushing_touchdown,rush_location,fumble,down_by_contact,fumble_player_1,fumble_player_1_name,fumble_player_1_id,fumble_1_team,fumble_1_out_of_bounds,own_recovery_1,own_recovery_player_1,own_recovery_player_1_name,own_recovery_player_1_id,own_recovery_player_1_team,own_recovery_1_yards,fumble_lost_1,fumble_lost_player_1,fumble_lost_player_1_name,fumble_lost_player_1_id,fumble_lost_player_1_team,opponent_recovery_1,opponent_recovery_player_1,opponent_recovery_player_1_name,opponent_recovery_player_1_id,opponent_recovery_player_1_team,fumble_recovery_touchdown_1,fumble_recovery_touchdown_1_team,safety,safety_team,penalty_offset,enforced_between_downs,penalty,penalty_declined,penalty_team,penalty_player,penalty_player_name,penalty_player_id,penalty_yards,false_start,too_many_men_on_field,illegal_substitution,delay_of_game,delay_of_kickoff,unnecessary_roughness,disqualification,face_mask,unsportsmanlike_conduct,taunting,illegal_shift,illegal_crackback,low_block,chop_block,illegal_double-team_block,illegal_blindside_block,illegal_motion,illegal_block_above_the_waist,tripping,illegal_forward_pass,illegal_touch_pass,illegal_formation,lowering_the_head_to_initiate_contact,intentional_grounding,clipping,ineligible_downfield_pass,illegal_use_of_hands,offensive_holding,offensive_pass_interference,defensive_holding,defensive_pass_interference,defensive_offside,encroachment,neutral_zone_infraction,roughing_the_passer,illegal_contact,horse_collar_tackle,illegal_bat,offside_on_free_kick,illegal_touch,player_out_of_bounds_on_kick,kick_catch_interference,fair_catch_interference,running_into_the_kicker,roughing_the_kicker,kick_formation_penalty,leverage,illegal_wedge,ineligible_downfield_kick,illegal_touch_kick,kickoff,kicking_team,receiving_team,kicker,kicker_name,kicker_id,touchback,kickoff_out_of_bounds,kickoff_in_endzone,kickoff_inside_20,kickoff_downed,kickoff_fair_caught,kick_return,kick_returner,kick_returner_name,kick_returner_id,kick_return_touchdown,onside_kick,onside_kick_recovery,onside_kick_recovery_player,onside_kick_recovery_player_name,onside_kick_recovery_player_id,punt,punter,punter_name,punter_id,punt_touchback,punt_out_of_bounds,punt_inside_20,punt_endzone,punt_downed,punt_fair_catch,punt_return,punt_returner,punt_returner_name,punt_returner_id,punt_return_touchdown,punt_muffed,punt_blocked,punt_blocked_player,punt_blocked_player_name,punt_blocked_player_id,blocked_out_of_bounds_in_end_zone,field_goal,field_goal_made,field_goal_kicker,field_goal_kicker_name,field_goal_kicker_id,field_goal_distance,field_goal_blocked,field_goal_blocked_player,field_goal_blocked_player_name,field_goal_blocked_player_id,blocked_field_goal_recovery,field_goal_recovery_player,field_goal_recovery_player_name,field_goal_recovery_player_id,field_goal_recovery_team,block_field_goal_touchdown,field_goal_return,field_goal_return_player,field_goal_return_player_name,field_goal_return_player_id,field_goal_return_TD,1-pt,1-pt Succes,one point rush att,1pt Rusher,1pt Rusher Name,1pt Rusher ID,1point pass att,1PT Passer,1pt Passer Name,1pt Passer ID,1PT Rec,1pt Rec Name,1pt REc ID,two_point_att,two_point_att_succeeds,two_point_rush_att,two_point_rusher,two_point_rusher_name,two_point_rusher_id,two_point_pass_att,two_point_passer,two_point_passer_name,two_point_passer_id,two_point_receiver,two_point_receiver_name,two_point_receiver_id,defensive_two_point,defensive_two_point_att_succeeds,defensive_two_point_att_player,defensive_two_point_att_player_name,defensive_two_point_att_player_id,three_point_att,three_point_att_succeeds,three_point_rush_att,three_point_rusher,three_point_rusher_name,three_point_rusher_id,three_point_pass_att,three_point_passer,three_point_passer_name,three_point_passer_id,three_point_receiver,three_point_receiver_name,three_point_receiver_id,OT_att,OT_succeeds,OT_rush_att,OT_rusher,OT_rusher_name,OT_rusher_id,OT_pass_att,OT_passer,OT_passer_name,OT_passer_id,OT_receiver,OT_receiver_name,OT_receiver_id
10,T.Taua rushed up the middle for 2 yards. Tackled by F.Lovett at ORL 37.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,0,0,6,1,12,6,,,,,ORL 38,38,1,10,CLB,ORL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,T.Taua,Toa Taua,T.Taua CLB,0,0,2,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
11,J.McClendon pass short left complete. Catch made by T.Martin for 12 yards. Tackled by N.Meadors at ORL 25.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,0,0,6,1,11,46,,,,,ORL 37,37,2,9,CLB,ORL,1,0,0,,,0,0,J.McClendon,Jalan McClendon,J.McClendon CLB,1,1,,Short Left,1,0,12,0,0,0,1,1,T.Martin,Tay Martin,T.Martin CLB,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
12,T.Taua rushed up the middle for 5 yards. Tackled by A.Parker at ORL 20.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,0,0,6,1,11,6,,,,,ORL 25,25,1,10,CLB,ORL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,T.Taua,Toa Taua,T.Taua CLB,0,0,5,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
13,Z.White rushed right guard for 3 yards. Tackled by D.Butler; J.Mahoney at ORL 17.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,0,0,6,1,10,26,,,,,ORL 20,20,2,5,CLB,ORL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,Z.White,Zaquandre White,Z.White CLB,0,0,3,0,Right Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
14,J.McClendon steps back to pass. Pass incomplete short left intended for K.Chism [A.Parker].,3/29/2026,Inter&Co Stadium,ORL,CLB,6,0,0,6,1,9,44,,,,,ORL 17,17,3,2,CLB,ORL,1,0,0,,,0,0,J.McClendon,Jalan McClendon,J.McClendon CLB,1,1,,,0,1,,0,0,0,1,0,K.Chism,Keke Chism,K.Chism CLB,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
15,"R.Coe 35 yard field goal attempt is good, Center-P.Bunch, Holder-B.Robbins.",3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,3,6,1,9,12,,,,,ORL 17,17,4,2,CLB,ORL,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,1,1,R.Coe,Ryan Coe,R.Coe CLB,35,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
16,R.Coe kicks 65 yards from CLB 30 to the ORL 5. J.Corbin returns the kickoff. Tackled by M.Lawson; R.Stone at ORL 36.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,,,1,9,8,,,,,CLB 30,30,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CLB,ORL,R.Coe,Ryan Coe,R.Coe CLB,0,0,,,,,1,J.Corbin,Jashaun Corbin,J.Corbin ORL,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
17,E.Dotson rushed left tackle for 4 yards. Tackled by A.Dent; T.Fields at ORL 40.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,6,3,1,8,59,,,,,ORL 36,64,1,10,ORL,CLB,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,E.Dotson,Elijah Dotson,E.Dotson ORL,0,0,4,0,Left Tackle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
18,J.Plummer pass short right complete. Catch made by E.Dotson for 15 yards. Pushed out of bounds by T.Jones at CLB 45.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,6,3,1,8,17,,,,,ORL 40,60,2,6,ORL,CLB,1,0,0,,,0,0,J.Plummer,Jack Plummer,J.Plummer ORL,1,1,,Short Right,1,0,15,0,0,0,1,1,E.Dotson,Elijah Dotson,E.Dotson ORL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
19,E.Dotson rushed up the middle for 2 yards. Tackled by F.Thompkins at CLB 43.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,6,3,1,7,51,,,,,CLB 45,45,1,10,ORL,CLB,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,E.Dotson,Elijah Dotson,E.Dotson ORL,0,0,2,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
20,E.Dotson rushed left tackle for -1 yards. Tackled by A.Plant at CLB 44.,3/29/2026,Inter&Co Stadium,ORL,CLB,6,3,6,3,1,7,14,,,,,CLB 43,43,2,8,ORL,CLB,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,E.Dotson,Elijah Dotson,E.Dotson ORL,0,0,-1,0,Left Tackle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
